Sample readings back to back every 10 seconds

dram:	2.4511720000009518117	cpu:	0.47772299999996903352	pkg:	20.15454100001079496
dram:	2.4193720000002940651	cpu:	0.61694300000090152025	pkg:	19.809387000001152046
dram:	2.4105839999992895173	cpu:	0.43139700000028824434	pkg:	19.605102999994414859
dram:	2.5046390000006795162	cpu:	1.9953620000014780089	pkg:	21.719725999995716847
dram:	2.7375489999994897516	cpu:	2.5451659999998810235	pkg:	24.683594000001903623
dram:	2.4392090000001189765	cpu:	2.8204340000011143275	pkg:	21.229552999997395091
dram:	2.4143669999994017417	cpu:	0.90417499999966821633	pkg:	19.889160000006086193
dram:	2.5372920000008889474	cpu:	2.8538210000006074551	pkg:	22.778015000003506429
dram:	2.4149779999988822965	cpu:	0.85418700000082026236	pkg:	19.89868199999909848
dram:	2.4202880000011646189	cpu:	0.81140099999902304262	pkg:	19.899108999990858138
