quicksort 271000 14 0.0869700562585961 0.6697145027610187 0.7876352147548473
quicksort 381000 73 0.6871640982974268 0.022211253327550917 0.17047181034279169
bubblesort 251000 104 0.46157457872878416 0.014616960054887107 0.005364773686277746
bubblesort 31000 152 0.2326052553561876 0.32072302826143484 0.8274609365225093
bubblesort 991000 89 0.8154094077185733 0.26881958549715546 0.4436315528799183
bubblesort 581000 197 0.04612549015866707 0.24859983377459527 0.2154601423817296
mergesort 491000 123 0.2800310436601352 0.8044626282073348 0.44150151804056026
bubblesort 251000 134 0.841792647626811 0.5231370832150073 0.6818994169846967
bubblesort 521000 123 0.8052596517362134 0.4237501637987503 0.21248488025393353
mergesort 11000 15 0.9414359095884962 0.47563191800766424 0.7967069912684924
quicksort 681000 26 0.1780381622458418 0.35844852557010964 0.0032982837990548353
mergesort 691000 23 0.7089539584859147 0.066684625918768 0.020650707275940983
quicksort 681000 152 0.4601404717828208 0.699388767600928 0.5260311555388362
quicksort 901000 66 0.7666334987060281 0.8362290780378715 0.643062046613422
mergesort 11000 15 0.009046487742941034 0.7515745102715282 0.31694433776165565
bubblesort 421000 191 0.9360452841141946 0.09513244377947361 0.5972961422527443
mergesort 851000 160 0.32826025428693206 0.6661189071314882 0.21745650111634318
bubblesort 831000 45 0.11385107777456638 0.2595446922398189 0.3805472869781399
bubblesort 491000 153 0.5186274149658597 0.191393572541816 0.21541963185577084
mergesort 231000 65 0.8309955635477022 0.20435572295713278 0.4264514529939877
mergesort 281000 113 0.6989674721834991 0.9006188288220582 0.8634872892871172
quicksort 921000 60 0.9403060407790172 0.6704241630955786 0.2399714787078634
quicksort 161000 12 0.6886725418825581 0.17307200506341414 0.06530895221055444
bubblesort 831000 191 0.4403765492062536 0.0796472768082207 0.7654162334506681
mergesort 311000 8 0.9055507024170281 0.9871422249373262 0.9133871644504382
mergesort 11000 110 0.8714052151868705 0.49552409745160064 0.37358102030859575
mergesort 551000 113 0.2631585901071112 0.6043992986058028 0.6840473121865999
bubblesort 101000 152 0.305962817418714 0.21455614183812133 0.14558890268590863
mergesort 91000 108 0.8202090357299494 0.0018650406110987117 0.6770614453796245
quicksort 111000 127 0.93538522412926 0.1581777354019397 0.5003833781974798
